FID,BPID,STREET_NAM,FROM_STREE,TO_STREET,BLOCK,WARD,WIDTH,Rating2023,RatingCate,FC,CreationDa,Miles,Shape__Length
2073,SYR1378,Genant Dr.,Kirkpatrick,Court,500,2,21,9,Excellent,16,8/21/2023 12:00:00 AM,0.168325564591,371.239144279896
2074,SYR1785,Hoefler St,Hartson,Rowland,200,11,26,6,Fair,19,7/26/2023 12:00:00 AM,0.0491270443169,108.417948733365
2075,SYR2841,Robineau Rd,Strathmore/Colvin,Charmouth,300,13,28,5,Poor,19,7/26/2023 12:00:00 AM,0.106237708378,234.401233043847
2076,SYR1379,Genant Dr.,Court,Bear,600,2,21,9,Excellent,16,8/21/2023 12:00:00 AM,0.213978752007,471.259894004709
2077,SYR1786,Hoefler St,Rowland,Onondaga,300,11,0,7,Good,19,7/26/2023 12:00:00 AM,0.131962930009,291.220605244826
2078,SYR2842,Robineau Rd,Charmouth,Glenwood,400,13,28,7,Good,19,7/26/2023 12:00:00 AM,0.101069983449,222.994655367906
2079,SYR1380,Genesee Park Dr,Dakin,E. Fayette,100,17,27,6,Fair,19,7/28/2023 12:00:00 AM,0.160145267104,353.501434690926
2080,SYR1787,Hoefler St,Onondaga,Bellevue,400,11,0,6,Fair,19,7/26/2023 12:00:00 AM,0.0748862364428,165.2572805144
2081,SYR2843,Robineau Rd,Glemwood,dead end,500,13,30,7,Good,19,7/26/2023 12:00:00 AM,0.152133743999,335.648644898462
2082,SYR1381,Genesee Park Dr,E. Fayette,Salt Springs Rd.,200,17,27,7,Good,19,7/28/2023 12:00:00 AM,0.208169523431,459.490345755841
2083,SYR1788,Holden St,Grand,Rowland,100,11,22,7,Good,19,7/26/2023 12:00:00 AM,0.194670048078,429.607319507453
2084,SYR2844,Robinson St.,Sedwick,Vine,100,6,30,9,Excellent,19,7/11/2023 12:00:00 AM,0.112934246756,248.461746824772
2085,SYR1383,Genesee Pkwy,Albert Rd.,Deforest,200,17,25,6,Fair,19,8/1/2023 12:00:00 AM,0.0876620666612,192.802834595285
2086,SYR1789,Holland St,Slocum,Congress,100,10,25,7,Good,19,8/21/2023 12:00:00 AM,0.12135322677,267.359121944019
2087,SYR2845,Robinson St.,Vine,Winton,200,6,30,9,Excellent,19,7/11/2023 12:00:00 AM,0.0627377472773,138.013713329083
2088,SYR1384,Genesee Pkwy,Deforest,Carlton,300,17,25,6,Fair,19,8/1/2023 12:00:00 AM,0.069860740904,153.661468492231
2089,SYR179,Ballantyne Rd.,Midland,Pierce,400,13,31,5,Poor,18,8/2/2023 12:00:00 AM,0.0549633047864,120.815534466335
2090,SYR2846,Robinson St.,Winton,Teall,300,6,30,9,Excellent,19,7/11/2023 12:00:00 AM,0.113171945762,248.959038261823
2091,SYR1385,Genesee Pkwy,Carlton,Gifford Pkwy,400,17,25,6,Fair,19,8/2/2023 12:00:00 AM,0.22937002256,504.641759349591
2092,SYR1790,Holland St,Congress,Massena,200,10,25,7,Good,19,8/21/2023 12:00:00 AM,0.16553869182,364.692566706781
2093,SYR2847,Robinson St.,Teall,Sunstruck,400,6,30,9,Excellent,19,7/11/2023 12:00:00 AM,0.0614591196656,135.199933925741
2094,SYR1388,"Genesee St., E.",Townsend,McBride,500,15,42,8,Good,16,8/23/2023 12:00:00 AM,0.0934000041587,205.548576535491
2095,SYR1791,Holland St,Massena,Delaware,300,10,25,8,Good,19,8/21/2023 12:00:00 AM,0.115831992939,255.177386262688
2096,SYR2848,Robinson St.,Sunstruck,Hixson,500,6,30,9,Excellent,19,7/11/2023 12:00:00 AM,0.0626143522135,137.742056567944
2097,SYR1389,"Genesee St., E.",McBride,Almond,600,15,42,8,Good,16,8/23/2023 12:00:00 AM,0.0701355856106,154.263420109085
2098,SYR1793,Holmes St,Goodrich,Arnold,200,19,25,7,Good,19,8/14/2023 12:00:00 AM,0.0607644822198,133.584954457654
2099,SYR2849,Robinson St.,Hixson,dead end,600,6,30,9,Excellent,19,7/11/2023 12:00:00 AM,0.0716467970057,157.612081795846
2100,SYR139,Audubon Pkwy,Northway,Hazelwood,300,17,30,6,Fair,19,7/28/2023 12:00:00 AM,0.0465557370485,102.759627813403
2101,SYR1794,Holmes St,Arnold,Roe,300,19,25,7,Good,19,8/14/2023 12:00:00 AM,0.0557218716621,122.49688716741
2102,SYR285,Bellevue Ave.,Sunhill Terr.,Archer,2200,11,36,9,Excellent,17,7/26/2023 12:00:00 AM,0.0702483502566,154.638426204213
2103,SYR1795,Homecroft Rd,James,Northcliffe,100,5,28,8,Good,19,5/31/2023 12:00:00 AM,0.176608714588,389.958884538361
2104,SYR1391,"Genesee St., E.",Forman,Irving,800,15,62,8,Good,14,7/25/2023 12:00:00 AM,0.44081483396,969.771007967135
2105,SYR2850,Rock Cut Rd,E. Brighton,City Line,100,14,48,7,Good,17,8/14/2023 12:00:00 AM,0.358817937822,788.825048536353
2106,SYR1796,Homecroft Rd.,Northcliffe,Glencove,200,5,28,8,Good,19,5/31/2023 12:00:00 AM,0.151766123837,335.093967486182
2107,SYR1392,"Genesee St., E.",Irving,Crouse,900,15,56,7,Good,14,7/25/2023 12:00:00 AM,0.0605538951014,133.188871305384
2108,SYR2851,Rockford Dr,Harrington,Hurlburt,100,17,25,7,Good,19,8/1/2023 12:00:00 AM,0.087682125113,192.832055560666
2109,SYR1797,Hood Ave,Butternut,McChesney Pk.,100,3,27,9,Excellent,19,7/18/2023 12:00:00 AM,0.165874007406,365.467870068499
2110,SYR1393,"Genesee St., E.",Crouse,University,1000,15,42,7,Good,14,7/25/2023 12:00:00 AM,0.112843614625,248.188340965074
2111,SYR2852,Rockland Ave,Hunt,E. Bissell,100,12,20,7,Good,19,7/26/2023 12:00:00 AM,0.0600129185232,131.942953952995
2112,SYR1798,Hood Ave,McChesney Pk.,Kirkpatrick,200,3,27,9,Excellent,19,7/18/2023 12:00:00 AM,0.203500818439,448.522179125823
2113,SYR1394,"Genesee St., E.",University,Walnut,1100,16,42,5,Poor,14,7/25/2023 12:00:00 AM,0.1128026487,248.098538507889
2114,SYR2853,Rockland Ave,E. Bissell,South Ave,200,12,20,8,Good,19,7/26/2023 12:00:00 AM,0.129851296437,285.487763474285
2115,SYR1799,Hood Ave,Kirkpatrick,Court,300,3,27,9,Excellent,19,7/18/2023 12:00:00 AM,0.0528576454722,116.51249476505
2116,SYR1395,"Genesee St., E.",Walnut,Comstock,1200,16,42,6,Fair,14,7/25/2023 12:00:00 AM,0.0659607908438,145.074479466064
2117,SYR2855,Rockwood Rd,Broadview,Alton,100,11,28,10,Excellent,19,8/22/2023 12:00:00 AM,0.150968612719,332.570413664992
2118,SYR180,Ballantyne Rd.,Pierce,Atlantic/Coral,500,13,31,8,Good,18,8/2/2023 12:00:00 AM,0.0706746983208,155.351515850551
2119,SYR1396,"Genesee St., E.",Comstock,Pine,1300,16,42,5,Poor,14,7/25/2023 12:00:00 AM,0.0503793550385,110.804762650118
2120,SYR2856,Roe Ave,Thurber,Holmes,100,19,24,6,Fair,19,8/14/2023 12:00:00 AM,0.138360380658,305.259993665558
2121,SYR1800,Hope Ave,W. Colvin,Warner,100,19,0,6,Fair,19,8/2/2023 12:00:00 AM,0.159129510931,351.021879484352
2122,SYR1397,"Genesee St., E.",Pine,Beech,1400,16,42,5,Poor,14,7/25/2023 12:00:00 AM,0.106520474506,234.281997268066
2123,SYR2857,Roe Ave,Holmes,Thayer,200,19,24,6,Fair,19,8/14/2023 12:00:00 AM,0.108240137673,238.794124600857
2124,SYR1801,Hope Ave,Warner,Forest,200,19,0,6,Fair,19,8/2/2023 12:00:00 AM,0.0665114190757,146.712801843617
2125,SYR1398,"Genesee St., E.",Beech,Maple,1500,16,42,5,Poor,14,7/25/2023 12:00:00 AM,0.107425663717,236.273019051673
2126,SYR286,Bellevue Ave.,Archer,Glenwood,2300,11,36,9,Excellent,17,7/26/2023 12:00:00 AM,0.139888477583,307.892425887673
2127,SYR1802,Hope Ave,Forest,Brighton,300,19,0,6,Fair,19,8/2/2023 12:00:00 AM,0.0581014718276,128.159643571917
2128,SYR1399,"Genesee St., E.",Maple,Cherry,1600,17,42,6,Fair,14,7/25/2023 12:00:00 AM,0.108674747356,239.057856145677
2129,SYR2860,Roney Rd,S. Salina,dead end,100,14,25,5,Poor,19,8/2/2023 12:00:00 AM,0.140117559687,308.176517632138
2130,SYR14,Ackerman Ave.,Clarendon,Euclid,700,16,27,4,Poor,19,7/25/2023 12:00:00 AM,0.121485929505,268.11348947264
2131,SYR1803,Hopper Rd,Seneca Tnpk,Merritt,100200,13,30,5,Poor,19,8/21/2023 12:00:00 AM,0.296809423207,654.618749806568
2132,SYR2861,Roosevelt Ave,Euclid,Lennox,100,17,25,5,Poor,19,8/2/2023 12:00:00 AM,0.0906244818135,200.000492899739
2133,SYR140,Audubon Pkwy,Hazelwood,Mountainview,400,17,30,6,Fair,19,7/28/2023 12:00:00 AM,0.0588180384489,129.838186341312
2134,SYR1804,Hopper Rd,Merritt,Chaffee,200,13,30,6,Fair,19,11/7/2023 12:00:00 AM,0.0972193837908,214.414843768616
2135,SYR2862,Roosevelt Ave,Lennox,Jerome,200,17,25,4,Poor,19,8/2/2023 12:00:00 AM,0.13346635782,294.53972953981
2136,SYR1400,"Genesee St., E.",Cherry,Bassett,1700,17,42,9,Excellent,14,7/25/2023 12:00:00 AM,0.0543960505828,119.720535664131
2137,SYR1806,Houston Ave,Westmoreland,Sunnyside Rd,100200,17,0,8,Good,19,7/25/2023 12:00:00 AM,0.297504385707,655.919625870685
2138,SYR2863,Roosevelt Ave,Jerome,Kensington Rd.,300,17,25,5,Poor,19,8/2/2023 12:00:00 AM,0.116796449575,257.745427425408
2139,SYR1401,"Genesee St., E.",Bassett,Columbus,1800,17,42,7,Good,14,7/25/2023 12:00:00 AM,0.0750880464397,165.291601352296
2140,SYR1807,Houston Ave,Sunnyside Rd,Euclid,300,17,0,8,Good,19,7/25/2023 12:00:00 AM,0.0825137989277,182.033985488524
2141,SYR2864,Roosevelt Ave,Kensington Rd.,Broad,400,17,25,5,Poor,19,8/2/2023 12:00:00 AM,0.10095749385,222.78610340163
2142,SYR1402,"Genesee St., E.",Columbus,Wescott,1900,17,40,8,Good,14,7/25/2023 12:00:00 AM,0.0854043100314,187.943466805027
2143,SYR1808,Hovey St,Midland,Huron,100,12,20,5,Poor,19,8/18/2023 12:00:00 AM,0.138476458006,305.241245081363
2144,SYR2865,Rose Ave,Oakwood,S. McBride,100,18,20,9,Excellent,19,8/23/2023 12:00:00 AM,0.0925247740908,203.467563248376
2145,SYR1403,"Genesee St., E.",Wescott,Cambridge,2000,17,40,8,Good,14,7/25/2023 12:00:00 AM,0.078809918434,173.331114264478
2146,SYR1809,Hovey St,Huron,Chester,200,12,20,6,Fair,19,8/18/2023 12:00:00 AM,0.0661842478972,145.635128673118
2147,SYR2866,Rosemont Dr,S. Salina,Bronson,100,14,24,6,Fair,19,8/21/2023 12:00:00 AM,0.0807986146603,177.556430377301
2148,SYR1404,"Genesee St., E.",Cambridge,Allen,2100,17,40,8,Good,14,7/25/2023 12:00:00 AM,0.0623832852166,137.203518424985
2149,SYR181,Ballantyne Rd.,Atlantic/Coral,Evaleen,600,13,30,7,Good,19,8/18/2023 12:00:00 AM,0.0720255857599,158.342409486229
2150,SYR2867,Rosemont Dr,Bronson,Marjorie,200,14,24,6,Fair,19,8/21/2023 12:00:00 AM,0.0545017067631,119.768221732279
2151,SYR1405,"Genesee St., E.",Allen,Fellows,2200,17,40,6,Fair,14,7/25/2023 12:00:00 AM,0.0588038614094,129.337662499434
2152,SYR1810,Hovey St,Chester,South,300,12,20,6,Fair,19,8/18/2023 12:00:00 AM,0.0707947443429,155.814533185375
2153,SYR2868,Rosemont Dr,Marjorie,dead end,300,14,24,6,Fair,19,8/21/2023 12:00:00 AM,0.0751102048235,165.055498211266
2154,SYR1406,"Genesee St., E.",Fellows,Westmoreland,2300,17,40,7,Good,14,7/25/2023 12:00:00 AM,0.0628598721348,138.269033598938
2155,SYR1811,Howard St,Burnet,Hawley,200,6,24,5,Poor,19,7/6/2023 12:00:00 AM,0.0755784205304,166.83962958067
2156,SYR2869,Rosewood St.,Seward,Douglas,100,6,33,6,Fair,19,7/5/2023 12:00:00 AM,0.0693317430564,152.705915094846
2157,SYR2870,Ross Pk,Court,Butternut,100200,3,32,9,Excellent,19,7/18/2023 12:00:00 AM,0.356903912989,786.641381761899
2158,SYR1407,"Genesee St., E.",Westmoreland,Cumberland,2400,17,40,7,Good,14,7/25/2023 12:00:00 AM,0.0580147037295,127.6135732819
2159,SYR1812,Howard St,Hawley,Green,300,6,24,7,Good,19,7/6/2023 12:00:00 AM,0.0766845301786,169.094895723037
2160,SYR2871,Rowland St,Elliot,Bradley,100,11,32,10,Excellent,19,8/21/2023 12:00:00 AM,0.0632800261404,139.321547137949
2161,SYR1408,"Genesee St., E.",Cumberland,Salt Springs Rd.,2500,17,40,8,Good,14,7/28/2023 12:00:00 AM,0.0745646084215,164.051483512057
2162,SYR1813,Howard St,Green,Wayne,400,6,24,4,Poor,19,7/6/2023 12:00:00 AM,0.0632405712533,139.452243475895
2163,SYR2872,Rowland St,Bradley,Geddes,200,11,32,10,Excellent,19,8/21/2023 12:00:00 AM,0.0940826041699,206.981387362784
2164,SYR1409,"Genesee St., E.",Salt Springs Rd.,Scott,2600,17,35,8,Good,14,7/28/2023 12:00:00 AM,0.194014614988,426.983783339815
2165,SYR1814,Hubbell Ave,Bellevue,Grandview,100,11,33,6,Fair,19,7/26/2023 12:00:00 AM,0.0986822471999,217.76795809621
2166,SYR2873,Rowland St,Geddes,Herriman,300,11,32,6,Fair,19,7/26/2023 12:00:00 AM,0.154335864989,339.388062867526
2167,SYR141,Audubon Pkwy,Mountainview,Fayette Blvd.,500,17,30,6,Fair,19,7/28/2023 12:00:00 AM,0.111263375232,245.604477762618
2168,SYR1815,Hubbell Ave,Grandview,Stolp,200,11,33,5,Poor,19,7/26/2023 12:00:00 AM,0.0921017625368,203.24202207786
2169,SYR2874,Rowland St,Herriman,Lydell,400,11,32,6,Fair,19,7/26/2023 12:00:00 AM,0.0711918511204,156.552349062769
2170,SYR1410,"Genesee St., E.",Scott,Ferris,2700,17,35,7,Good,14,7/28/2023 12:00:00 AM,0.0680253283173,149.686329997842
2171,SYR1816,Hubbell Ave,Stolp,Gordon,300,12,33,7,Good,19,7/26/2023 12:00:00 AM,0.0707121082852,156.037756375836
2172,SYR2875,Rowland St,Lydell,Hoefler,500,11,32,7,Good,19,7/26/2023 12:00:00 AM,0.0609556002845,134.041839322436
2173,SYR1411,"Genesee St., E.",Ferris,East Av.,2800,17,40,7,Good,14,7/28/2023 12:00:00 AM,0.109180829612,240.274913809434
2174,SYR1817,Hubbell Ave,Gordon,Crossett,400,12,33,6,Fair,19,7/26/2023 12:00:00 AM,0.0895571732771,197.619306087442
2175,SYR2876,Rowland St,Hoefler,Holden,600,11,32,6,Fair,19,7/26/2023 12:00:00 AM,0.0584544469274,128.54213271752
2176,SYR1412,"Genesee St., E.",East Av.,Hurlburt,2900,17,40,9,Excellent,14,8/1/2023 12:00:00 AM,0.228931894319,503.544348233075
2177,SYR1818,Hudson St,Tallman,Bellevue,100,12,28,7,Good,19,8/22/2023 12:00:00 AM,0.178746510374,394.46919290268
2178,SYR2878,Roxbury Rd,Plymouth,Culver,100,5,21,8,Good,19,6/27/2023 12:00:00 AM,0.130383966899,286.863221543316
2179,SYR1413,"Genesee St., E.",Hurlburt,x-over,3000,17,40,7,Good,14,7/28/2023 12:00:00 AM,0.201311185943,442.755052900571
2180,SYR1819,Hudson St,Bellevue,Sterling,200,12,28,7,Good,19,8/22/2023 12:00:00 AM,0.111852060212,246.833763590679
2181,SYR2879,Roxbury Rd,Culver,Ridgewood,200,5,21,8,Good,19,6/27/2023 12:00:00 AM,0.151440496812,333.191666102511
2182,SYR1414,"Genesee St., E.",x-over,Meadowbrook,3000,17,40,8,Good,14,7/28/2023 12:00:00 AM,0.184068189983,404.816965023657
2183,SYR182,Ballantyne Rd.,Evaleen,Girard,700,13,30,7,Good,19,8/18/2023 12:00:00 AM,0.0472483703421,103.873882093942
2184,SYR288,Bellevue Ave.,Winkworth Pkwy,City Line,2500,11,36,9,Excellent,17,7/26/2023 12:00:00 AM,0.141110937777,310.344656842678
2185,SYR2881,Rugby Rd,James,Teall,100,4,24,7,Good,19,7/12/2023 12:00:00 AM,0.190471978063,419.748989793948
2186,SYR1415,"Genesee St., E.",Meadowbrook,Albert Rd.,3400,17,40,8,Good,14,8/1/2023 12:00:00 AM,0.067584490008,148.658160414707
2187,SYR1820,Hudson St,Sterling,Marginal,300,12,28,8,Good,19,8/22/2023 12:00:00 AM,0.104865627873,231.401106878394
2188,SYR2882,Rugby Rd.,Teall,Hampton,200,4,24,7,Good,19,7/12/2023 12:00:00 AM,0.0505815708544,111.29734531977
2189,SYR1416,"Genesee St., E.",Albert Rd.,Deforest,3500,17,40,8,Good,14,7/28/2023 12:00:00 AM,0.089359893352,196.566312992698
2190,SYR1821,Hudson St,W. Castle,Crescent,400,12,28,7,Good,19,8/2/2023 12:00:00 AM,0.11064700478,244.097364297153
2191,SYR2883,Rugby Rd.,Hampton,Durston,300,4,27,7,Good,19,7/12/2023 12:00:00 AM,0.17239303962,379.357950862639
2192,SYR1417,"Genesee St., E.",Deforest,Hillsboro Pkwy,3600,17,40,7,Good,14,7/28/2023 12:00:00 AM,0.231441495207,509.153194125445
2193,SYR1822,Hughes Pl N,Colvin,dead end,100,19,24,6,Fair,19,8/14/2023 12:00:00 AM,0.099391015498,219.298413943334
2194,SYR2884,Rugby Rd.,Durston,Brattle Rd.,400,4,27,6,Fair,19,7/12/2023 12:00:00 AM,0.0625052707468,137.521664931191
2195,SYR1418,"Genesee St., E.",Hillsboro Pkwy,Dewitt Rd.,3700,17,40,8,Good,14,7/28/2023 12:00:00 AM,0.11297230942,248.522392276717
2196,SYR1824,Hunt Ave,Onon. Crk. Blvd.,Colvin,100,13,22,7,Good,19,7/26/2023 12:00:00 AM,0.0890724152126,196.535090255077
2197,SYR2885,Rugby Rd.,Brattle Rd.,Wendell,500,4,31,9,Excellent,19,7/12/2023 12:00:00 AM,0.0758284704544,166.872177006153
2198,SYR1419,"Genesee St., E.",Dewitt Rd.,Dewitt Rd.,3800,17,40,8,Good,14,8/1/2023 12:00:00 AM,0.3575285115,787.211348801842
2199,SYR1825,Hunt Ave,Colvin,Elmhurst,200,13,22,6,Fair,19,8/18/2023 12:00:00 AM,0.154018882803,339.827473714199
2200,SYR2886,Rugby Rd.,Wendell,Hampshire,600,4,24,9,Excellent,19,7/12/2023 12:00:00 AM,0.0798393321464,175.716655542972
2201,SYR142,Audubon Pkwy,Fayette Blvd.,Salt Springs Rd.,600,17,46,6,Fair,19,7/28/2023 12:00:00 AM,0.203168940653,448.33243154132
2202,SYR1826,Hunt Ave,Elmhurst,Marguerite,300,13,22,6,Fair,19,8/18/2023 12:00:00 AM,0.0607891560023,134.120026088736
2203,SYR2887,Rugby Rd.,Hampshire,Sedgwick Dr.,700,4,24,9,Excellent,19,7/12/2023 12:00:00 AM,0.0822818161392,181.063329356973
2204,SYR1420,"Genesee St., E.",Dewitt Rd.,City Line,3900,17,40,7,Good,14,7/28/2023 12:00:00 AM,0.0610312181603,134.372475544694
2205,SYR1827,Hunt Ave,Marguerite,Brighton,400,13,22,6,Fair,19,8/18/2023 12:00:00 AM,0.0592146542299,130.645173802118
2206,SYR2888,Rugby Rd.,Sedgwick Dr.,Dewitt,900,4,0,8,Good,19,7/20/2023 12:00:00 AM,0.0477591447071,105.077171483205
2207,SYR1421,"Genesee St., W.",Clinton,Franklin,200,9,42,0,Not Rated,14,8/23/2023 12:00:00 AM,0.0894190068188,196.859706799651
2208,SYR1828,Hunt Ave,Brighton,W. Lafayette,500,13,22,6,Fair,19,8/18/2023 12:00:00 AM,0.0513749397719,113.346799735986
2209,SYR2889,Rugby Rd.,Dewitt,Helen,1000,4,24,6,Fair,19,7/20/2023 12:00:00 AM,0.0559581603554,123.115179148324
2210,SYR1829,Hunter Ave,Spencer,Marquette,100,2,29,6,Fair,19,7/6/2023 12:00:00 AM,0.0476424341695,105.177431062001
2211,SYR1422,"Genesee St., W.",Franklin,Wallace,300,2,40,0,Not Rated,14,8/23/2023 12:00:00 AM,0.0900818582227,198.328909461922
2212,SYR2890,Rugby Rd.,Helen,Oak,1100,4,24,6,Fair,19,7/20/2023 12:00:00 AM,0.0607754252106,133.752611241677
2213,SYR183,Ballantyne Rd.,Girard,Empire,800,13,30,7,Good,19,8/18/2023 12:00:00 AM,0.0474484709069,104.312655902146
2214,SYR1423,"Genesee St., W.",Wallace,West St.,400,2,40,0,Not Rated,14,8/23/2023 12:00:00 AM,0.119409781964,262.829684772235
2215,SYR2892,Ruskin Ave,Summit,Clairmonte,100,12,28,9,Excellent,19,7/26/2023 12:00:00 AM,0.157907235512,347.215338261275
2216,SYR1830,Huntington Rd,Bellevue,Merrill,100,11,27,6,Fair,19,7/26/2023 12:00:00 AM,0.0760696070479,167.85818118657
2217,SYR1424,"Genesee St., W.",West St.,Plum,500,2,48,4,Poor,14,7/6/2023 12:00:00 AM,0.067996303527,149.572073643587
2218,SYR2893,Russel Pl.,Hutchinson,Lynch,100,13,22,5,Poor,19,7/26/2023 12:00:00 AM,0.0898858436444,198.301193251974
2219,SYR1831,Huntington Rd,Merrill,Inverness Pl.,200,11,27,7,Good,19,7/26/2023 12:00:00 AM,0.143550842491,316.345513892291
2220,SYR1425,"Genesee St., W.",Plum,Leavenworth,600,2,50,0,Not Rated,14,8/23/2023 12:00:00 AM,0.152713741565,335.913515739238
2221,SYR2894,Ruth Ave,Vincent,Boise,100,19,16,6,Fair,19,8/14/2023 12:00:00 AM,0.187146196023,412.925608403371
2222,SYR1833,Huntley St,Hillside,Wadsworth,100,3,25,8,Good,19,7/18/2023 12:00:00 AM,0.138278466047,304.299646868841
2223,SYR1426,"Genesee St., W.",Leavenworth,Van Rennselaer,700,2,56,0,Not Rated,14,8/23/2023 12:00:00 AM,0.15177152476,333.840773863268
2224,SYR2895,Sabine St,Merriman,Davis,100,10,27,6,Fair,19,8/21/2023 12:00:00 AM,0.122531426314,269.956917161374
2225,SYR1834,Huntley St,Wadsworth,Darlington,200,3,25,8,Good,19,7/18/2023 12:00:00 AM,0.148124294008,325.952226666699
2226,SYR1427,"Genesee St., W.",Van Rennselaer,Sand,800,2,56,5,Poor,14,8/22/2023 12:00:00 AM,0.0841669386765,185.136339181081
2227,SYR2896,Sabine St,Davis,Delaware,200,10,27,7,Good,19,8/21/2023 12:00:00 AM,0.161261273439,355.275614933558
2228,SYR1835,Hurlburt Rd,Genesee,Meadowbrook,100,17,27,9,Excellent,19,8/1/2023 12:00:00 AM,0.0548239815797,121.000395461992
2229,SYR1428,"Genesee St., W.",Sand,Geddes,900,2,56,0,Not Rated,14,8/23/2023 12:00:00 AM,0.143310868007,315.232240514835
2230,SYR2897,Sackett St,Richmond,Apple,100,2,24,6,Fair,19,8/23/2023 12:00:00 AM,0.0628376975365,138.709408001596
2231,SYR1836,Hurlburt Rd.,Meadowbrook,Rockford,200,17,27,9,Excellent,19,8/1/2023 12:00:00 AM,0.136906284724,302.160337318533
2232,SYR1429,"Genesee St., W.",Geddes,Liberty,1000,2,58,0,Not Rated,14,8/23/2023 12:00:00 AM,0.162330775707,357.069112705104
2233,SYR2898,Sackett St,Apple,Park,200,2,27,6,Fair,19,8/23/2023 12:00:00 AM,0.0700090588792,154.541220547863
2234,SYR1837,Hurlburt Rd.,Rockford,Brookford/Euclid,300,17,27,9,Excellent,19,8/1/2023 12:00:00 AM,0.164709264277,363.450702608944
2235,SYR143,Austin Ave.,Bellevue,Glenwood,100,11,0,10,Excellent,19,7/26/2023 12:00:00 AM,0.306146731862,675.554176333271
2236,SYR2899,Sackett St,Park,W. Genesee,300,2,27,7,Good,19,8/23/2023 12:00:00 AM,0.0737374724128,162.639410629456
2237,SYR1838,Huron St,Bellevue,Hovey,100,12,28,6,Fair,19,8/18/2023 12:00:00 AM,0.123787634972,273.17375233349
2238,SYR1430,"Genesee St., W.",Liberty,Eureka,1100,2,51,0,Not Rated,14,8/23/2023 12:00:00 AM,0.0834419155407,183.579979074663
2239,SYR29,"Adams St., E.",Crouse,University Av.,1000,16,30,9,Excellent,16,8/1/2023 12:00:00 AM,0.111689573908,245.633317568974
2240,SYR1839,Hutchinson Ave,South,Edgewood,100,13,28,7,Good,19,7/26/2023 12:00:00 AM,0.105115971628,231.077067634547
2241,SYR1431,"Genesee St., W.",Eureka,Dewey,1200,2,51,0,Not Rated,14,8/23/2023 12:00:00 AM,0.188471242731,414.659730966712
2242,SYR2900,Saile St,Butternut,Highland,100,4,26,5,Poor,19,7/5/2023 12:00:00 AM,0.0600752472835,132.181970936337
2243,SYR184,Ballantyne Rd.,Empire,Loomis,900,13,30,7,Good,19,8/18/2023 12:00:00 AM,0.0470570833102,103.451448530573
2244,SYR1432,"Genesee St., W.",Dewey,State Fair Blvd.,1300,2,51,0,Not Rated,14,8/23/2023 12:00:00 AM,0.0667955478706,146.957776048559
2245,SYR2901,"Salina St., N.",Genesee,Willow,100,9,60,0,Not Rated,16,5/31/2023 12:00:00 AM,0.0759109245191,167.572030555354
2246,SYR1840,Hutchinson Ave,Edgewood,Fletcher,200,13,28,8,Good,19,7/26/2023 12:00:00 AM,0.051918817767,114.134030581145
2247,SYR2902,"Salina St., N.",Willow,Herald Pl,200,9,60,9,Excellent,16,7/19/2023 12:00:00 AM,0.0650868709072,143.680380946788
2248,SYR1433,"Genesee St., W.",State Fair Blvd.,Erie Blvd,1400,2,51,7,Good,14,8/21/2023 12:00:00 AM,0.103833855743,228.444260095787
2249,SYR1841,Hutchinson Ave,Fletcher,Russell,300,13,28,7,Good,19,7/26/2023 12:00:00 AM,0.0707014206692,155.424038697732
2250,SYR2903,"Salina St., N.",Herald Pl.,Pearl,300,9,60,9,Excellent,16,7/19/2023 12:00:00 AM,0.162681056508,359.130709625169
2251,SYR1434,"Genesee St., W.",Erie Blvd,Fayette,0,0,40,6,Fair,14,8/21/2023 12:00:00 AM,0.0654456717797,143.962395057925
2252,SYR1842,Hutchinson Ave,Russell,Clayton,400,13,28,7,Good,19,7/26/2023 12:00:00 AM,0.057436656814,126.26664199311
2253,SYR2904,"Salina St., N.",Pearl,Butternut,400,9,54,9,Excellent,16,7/14/2023 12:00:00 AM,0.140589400339,310.372844663177
2254,SYR1435,"Genesee St., W.",Emerson,Milton,1600,7,40,0,Not Rated,14,11/7/2023 12:00:00 AM,0.0859606028404,189.213956584884
2255,SYR1845,Irving Ave,Fayette,Genesee,300,15,40,7,Good,19,7/25/2023 12:00:00 AM,0.104771787097,231.267118664611
2256,SYR2905,"Salina St., N.",Butternut,Ash,500,3,70,8,Good,16,7/14/2023 12:00:00 AM,0.110901989233,244.816910633065
2257,SYR1436,"Genesee St., W.",Milton,Willis,1700,7,40,10,Excellent,14,8/21/2023 12:00:00 AM,0.11292419034,248.57091211783
